package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
8ef53bb5-20ba-47f4-9bea-4a781605e262,8a60a711-5f48-49c5-91a9-7b22127a0f05,9e88758b-4706-4fba-a49d-a7c2e7f15b7e,,,,,,,"{"kind":"flat","type":"Maximum Required Inlet Pressure at Gas Train","unit":null,"value":"14","category":"Heating Section - Gas Fired (Natural Gas)"}",14,,Heating Section - Gas Fired (Natural Gas),Maximum Required Inlet Pressure at Gas Train
d30d2592-e779-44e8-9b89-2a530fa7de29,0ed2087f-b673-4358-aaa8-61701bc633c3,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,5a46e076-874f-4cf1-9dc4-d1a60c1fc3a5,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"78.8","category":"Supply Side"}",78.8,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,be15716c-ada6-493f-81f1-4981ca0d73ef,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.82","category":"Supply Side"}",0.82,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,91336e5e-3211-4ea8-9b42-9f4effd6ef58,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,274f5ae6-f0d8-4079-9ba8-94a29629abad,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"86.9","category":"Exhaust Side"}",86.9,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,42efb868-3a36-45b1-b3d7-726f8a7db80b,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.82","category":"Exhaust Side"}",0.82,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,1e100265-273f-4aec-9ee8-1fc2b223aaf0,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,49fc410a-0e07-457b-b37a-7236e08ab4a7,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"49.0","category":"Supply Side"}",49.0,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,9e1328e6-2404-4834-a826-a9ed416550a4,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.82","category":"Supply Side"}",0.82,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,8e193ac8-e790-412c-aaff-e3505302700c,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,a3fb752f-fd74-4eba-ac0e-c73e16219cb0,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"9.7","category":"Exhaust Side"}",9.7,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,b310a46e-1a58-473b-80ea-31b19fd3ca37,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.82","category":"Exhaust Side"}",0.82,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,428c99ec-d57e-4f9f-bad1-762c8de8f36b,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"73.8","category":"Heat Exchanger (Winter)"}",73.8,%,Heat Exchanger (Winter),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,2baa47bc-7ba8-49ae-b727-5ac74e7922ad,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"78.8","category":"Cooling Coil - Direct Expansion"}",78.8,°F,Cooling Coil - Direct Expansion,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,c50e3479-ba32-48d6-a558-4009fdbf966b,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"49.2","category":"Cooling Coil - Direct Expansion"}",49.2,°F,Cooling Coil - Direct Expansion,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,4e25008e-4072-4868-8504-9be6f285aca7,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.12","category":"Cooling Coil - Direct Expansion"}",0.12,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,38decca7-2ec6-40c3-bb7d-93fd246c8bde,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"91","category":"Hot Gas Reheat Coil - Direct Expansion"}",91,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,03df9846-47f4-4243-8816-d19e53c5691c,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"49.2","category":"Hot Gas Reheat Coil - Direct Expansion"}",49.2,°F,Hot Gas Reheat Coil - Direct Expansion,E.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,5cfd336d-493e-42a8-9197-80f578967e65,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"75.0","category":"Hot Gas Reheat Coil - Direct Expansion"}",75.0,°F,Hot Gas Reheat Coil - Direct Expansion,L.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,d6776c26-cd51-41a6-b0f7-f6cc74b16923,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.12","category":"Hot Gas Reheat Coil - Direct Expansion"}",0.12,IN. WG.,Hot Gas Reheat Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,dfee3336-6ee7-458d-a701-3b71a5ed3436,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Max Ambient Temp. at DX Cooling","unit":"°F","value":"95","category":"Integrated Air Cooled Condensing Unit"}",95,°F,Integrated Air Cooled Condensing Unit,Design Max Ambient Temp. at DX Cooling
d30d2592-e779-44e8-9b89-2a530fa7de29,0b675d21-63c6-4a35-be13-5b7301b5321d,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Min Ambient Temp. at DX Cooling","unit":"°F","value":"45","category":"Integrated Air Cooled Condensing Unit"}",45,°F,Integrated Air Cooled Condensing Unit,Design Min Ambient Temp. at DX Cooling
d30d2592-e779-44e8-9b89-2a530fa7de29,ea8ca544-7085-4177-bf52-60c8dc0a89f0,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"49.0","category":"Air Temp"}",49.0,°F,Air Temp,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,b5b2e66b-9c3e-4fa0-ba93-3a80ca822347,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"110.2","category":"Air Temp"}",110.2,°F,Air Temp,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,93aa2033-de2d-4289-8893-5a6e4bbb737e,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Min","unit":null,"value":"6","category":"Manufacturer Required Inlet Pressure At Gas Train"}",6,,Manufacturer Required Inlet Pressure At Gas Train,Min
d30d2592-e779-44e8-9b89-2a530fa7de29,0e97a4d0-0efc-4ba3-b7b5-526f246964b2,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Max","unit":null,"value":"10.5","category":"Manufacturer Required Inlet Pressure At Gas Train"}",10.5,,Manufacturer Required Inlet Pressure At Gas Train,Max
d30d2592-e779-44e8-9b89-2a530fa7de29,90f3bcf7-51b7-4619-ad07-adea4efba5b3,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"SP Total","unit":"in. WG","value":"0.33","category":"Outside Air Filters"}",0.33,in. WG,Outside Air Filters,SP Total
d30d2592-e779-44e8-9b89-2a530fa7de29,5495a804-597f-4623-8255-43c1190fa008,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Standard
d30d2592-e779-44e8-9b89-2a530fa7de29,9735f7b6-bc82-405c-9031-bbf1e88deca8,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb","unit":null,"value":"YES","category":"Curb"}",YES,,Curb,Vibration Isolation Spring Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,d78014dc-29d9-45d6-8644-63131a643166,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"SA/RA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,SA/RA Config.
d30d2592-e779-44e8-9b89-2a530fa7de29,fe2551b6-aaa7-4dfb-8867-bfe4ec502d72,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"EA/OA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,EA/OA Config.
d30d2592-e779-44e8-9b89-2a530fa7de29,2f61bd6d-8f5e-4c3b-947a-a6b1a0850051,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"46","category":"Electrical"}",46,,Electrical,FLA
d30d2592-e779-44e8-9b89-2a530fa7de29,7ae19518-d711-413f-ba40-487b3ee319e1,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"70","category":"Electrical"}",70,,Electrical,MCA
d30d2592-e779-44e8-9b89-2a530fa7de29,66a59663-46b6-4325-8ebf-e196775b5ad1,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"70","category":"Electrical"}",70,,Electrical,MOP
d30d2592-e779-44e8-9b89-2a530fa7de29,2a4c3ef0-c1b8-45b7-abeb-5fa3d1e19bab,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Electrical"}",5,KA,Electrical,SCCR
d30d2592-e779-44e8-9b89-2a530fa7de29,dea3b1c7-58cb-4a06-8f6d-d7a76ece50f0,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Options/Accessories","unit":null,"value":"B","category":null}",B,,,Options/Accessories
d30d2592-e779-44e8-9b89-2a530fa7de29,634e9362-072d-4a9a-8300-8345aa68f553,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"RN-007-3-0-HABY-V0-21-000-A","category":null}",RN-007-3-0-HABY-V0-21-000-A,,,Model Number
d30d2592-e779-44e8-9b89-2a530fa7de29,e43e8134-3620-44ae-b038-c19944034040,1a89c0c1-9288-4e45-9a49-73699e34a1c9,,,,,,,"{"kind":"flat","type":"Keyed Notes","unit":null,"value":null,"category":null}",,,,Keyed Notes
d30d2592-e779-44e8-9b89-2a530fa7de29,a5d1f960-3438-484f-aafd-bddbde40af17,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Area/System Served","unit":null,"value":"ART","category":null}",ART,,,Area/System Served
d30d2592-e779-44e8-9b89-2a530fa7de29,3d03219b-c3d0-4ae8-999f-0f4b85c88f44,b197ab36-a08f-4f52-9704-a0c345667610,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"5300","category":null}",5300,,,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,41064889-e4bb-490b-b9e8-5ebc2b9e17e5,b197ab36-a08f-4f52-9704-a0c345667610,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Max-Min","unit":"CFM","value":"2920","category":"Minimum Outside Airflow"}",2920,CFM,Minimum Outside Airflow,Max-Min
d30d2592-e779-44e8-9b89-2a530fa7de29,0d5142af-ad1b-4053-8a2d-15249fc7e5cd,b197ab36-a08f-4f52-9704-a0c345667610,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Min-Min","unit":"CFM","value":"1275","category":"Minimum Outside Airflow"}",1275,CFM,Minimum Outside Airflow,Min-Min
d30d2592-e779-44e8-9b89-2a530fa7de29,91f66fe9-001a-4cc0-b5db-98a859a6446e,b197ab36-a08f-4f52-9704-a0c345667610,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"1.50","category":"Supply Fan"}",1.50,in. WG,Supply Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,2c4ee187-5839-4d39-9684-6739c7050ff7,b197ab36-a08f-4f52-9704-a0c345667610,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"4.07","category":"Supply Fan"}",4.07,in. WG,Supply Fan,TSP
d30d2592-e779-44e8-9b89-2a530fa7de29,ee9ebc0e-05cb-4008-b361-74ab11302e1d,b197ab36-a08f-4f52-9704-a0c345667610,cb8c6b90-9701-476a-87e6-2e3c919b1050,Control Type,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"DAT DSP-VAV","category":"Motor"}",DAT DSP-VAV,,Motor,Control Type
d30d2592-e779-44e8-9b89-2a530fa7de29,c7355747-809a-417e-a3d0-aad0d31783a3,b197ab36-a08f-4f52-9704-a0c345667610,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"3970","category":"Exhaust Fan"}",3970,,Exhaust Fan,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,f066b660-bef8-442c-975e-31239c61e21f,b197ab36-a08f-4f52-9704-a0c345667610,7d359b11-a93f-466b-a04d-688e6e3334cd,External Static Pressure in Water Column,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"0.50","category":"Exhaust Fan"}",0.50,in. WG,Exhaust Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,4065a72f-689c-4917-aceb-bc452fc751e4,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"1.62","category":"Motor"}",1.62,,Motor,BHP
d30d2592-e779-44e8-9b89-2a530fa7de29,f7f8286b-07fc-4a85-9994-5fb27583a1dd,b197ab36-a08f-4f52-9704-a0c345667610,e20e886d-fb80-4bb8-b25f-374b29304f6b,Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"74.3","category":"Heat Exchanger (Summer)"}",74.3,%,Heat Exchanger (Summer),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,41edc6ba-a284-43fb-8148-4849a16fe9f6,b197ab36-a08f-4f52-9704-a0c345667610,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"225.8","category":"Cooling Coil - Direct Expansion"}",225.8,MBH,Cooling Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,9f8fbf2b-7543-492b-8a11-90656e8df4a8,b197ab36-a08f-4f52-9704-a0c345667610,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
d30d2592-e779-44e8-9b89-2a530fa7de29,06cabbec-7a7b-4136-996b-75295d65936d,b197ab36-a08f-4f52-9704-a0c345667610,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"270","category":"Capacity"}",270,MBH,Capacity,Input
d30d2592-e779-44e8-9b89-2a530fa7de29,8391b8d6-24f5-434b-94d6-86125f80853a,b197ab36-a08f-4f52-9704-a0c345667610,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"218.7","category":"Capacity"}",218.7,MBH,Capacity,Output
d30d2592-e779-44e8-9b89-2a530fa7de29,16010a3b-32f5-4b31-87de-d8764a0e2496,b197ab36-a08f-4f52-9704-a0c345667610,6134d6e9-682b-4087-bf93-0ec5fdc07f9f,Coil Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
d30d2592-e779-44e8-9b89-2a530fa7de29,9365f78a-079c-4226-afe9-04e1d84f2f95,b197ab36-a08f-4f52-9704-a0c345667610,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
d30d2592-e779-44e8-9b89-2a530fa7de29,f915584d-e46b-427a-8c49-bca894e8b7e4,b197ab36-a08f-4f52-9704-a0c345667610,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"13.3","category":"Outside Air Filters"}",13.3,SQ. FT.,Outside Air Filters,Area
d30d2592-e779-44e8-9b89-2a530fa7de29,6335d414-7270-430f-9ecb-1733a3c6a740,b197ab36-a08f-4f52-9704-a0c345667610,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
d30d2592-e779-44e8-9b89-2a530fa7de29,2f6e7f0e-fc0a-4480-ae21-52e0746e14f9,b197ab36-a08f-4f52-9704-a0c345667610,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"4700","category":"Curb"}",4700,LBS.,Curb,Unit Weight w/ Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,f2ff37a0-ca3c-42cf-a25b-e4a0613c30f3,b197ab36-a08f-4f52-9704-a0c345667610,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
d30d2592-e779-44e8-9b89-2a530fa7de29,60ae3c4a-84d5-4241-b7cb-7bc26aec1d77,b197ab36-a08f-4f52-9704-a0c345667610,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
d30d2592-e779-44e8-9b89-2a530fa7de29,ffc7b23e-2dd3-4f37-8b41-22764564621c,b197ab36-a08f-4f52-9704-a0c345667610,60970593-c7d5-42e1-bba0-8f1fcf8cd3d9,Full Load Amperage,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"51","category":"Electrical"}",51,,Electrical,FLA
d30d2592-e779-44e8-9b89-2a530fa7de29,86aa0bc7-9552-439c-bffd-18a3433b5fc9,b197ab36-a08f-4f52-9704-a0c345667610,6ef56cbf-210c-46e4-9db6-99aa4e235f87,Minimum Circuit Ampacity,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"60","category":"Electrical"}",60,,Electrical,MCA
d30d2592-e779-44e8-9b89-2a530fa7de29,5563aefa-08a4-466e-b627-003fdd49e907,b197ab36-a08f-4f52-9704-a0c345667610,4e28ed9e-db76-4cf8-bd59-f6d522bf46e5,Maximum Overcurrent Protection,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"60","category":"Electrical"}",60,,Electrical,MOP
d30d2592-e779-44e8-9b89-2a530fa7de29,00bef88d-f716-4d40-8348-b8830fd70af8,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"5.09","category":"Motor"}",5.09,,Motor,BHP
d30d2592-e779-44e8-9b89-2a530fa7de29,b93b3f14-87fc-4cb4-a2eb-e28f1e9f0027,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"7.5","category":"Motor"}",7.5,,Motor,HP
d30d2592-e779-44e8-9b89-2a530fa7de29,62485b1b-0600-432a-a1eb-51a79e54d052,b197ab36-a08f-4f52-9704-a0c345667610,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"1.29","category":"Exhaust Fan"}",1.29,in. WG,Exhaust Fan,TSP
d30d2592-e779-44e8-9b89-2a530fa7de29,573a5971-8400-4f15-9da1-f357f83033ec,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"VFC","category":"Motor"}",VFC,,Motor,Control Type
d30d2592-e779-44e8-9b89-2a530fa7de29,5eb3fb72-0ad7-49fe-86ac-00817b4a1aaa,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"2","category":"Motor"}",2,,Motor,HP
d30d2592-e779-44e8-9b89-2a530fa7de29,37bf175d-e949-446e-af8e-9557b886bd99,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,b23b5947-8a75-490e-aa75-20bed6950a31,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"81.5","category":"Supply Side"}",81.5,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,f3349041-6b24-4070-8afa-998891966d52,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.94","category":"Supply Side"}",0.94,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,3540bcaa-f5bb-4613-9a13-a8865f9236b5,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,63170a08-f9ac-44ab-9313-484fda3fd3ce,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"87.4","category":"Exhaust Side"}",87.4,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,ad8f30c0-4c93-4317-aecc-1f58c1fdfa54,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.94","category":"Exhaust Side"}",0.94,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,ebea50c0-9a71-437b-b34d-4abd6fb78eaa,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,ff09591c-fa8e-4998-9b2a-f4cde3ecafdd,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"34.1","category":"Supply Side"}",34.1,°F,Supply Side,L.A.T.
